Book_ID,Title,Keyword,Snippet
5073,The War Terror,nepenthe,"first visit had been so quiet and unostentatious that the second attracted no attention or comment from the waiters, or anyone else. As we sat down we glanced over, and there in his corner still was Whitecap. Apparently his supply of the dope was inexhaustible, for he was still dispensing it. As we watched the tenderloin habitues come and go, I came soon to recognize the signs by the mere look on the face—the pasty skin, the vacant eye, the nervous quiver of the muscles as though every organ and every nerve were crying out for more of the favorite nepenthe . Time and again I noticed the victims as they sat at the tables, growing more and more haggard and worn, until they could stand it no longer. Then they would retire, sometimes after a visit across the floor to Whitecap, more often directly, for they had stocked themselves up with the drug evidently after the first visit to him. But always they would come back, changed in appearance, with what seemed to be a new lease of life, but nevertheless still as recognizable as drug victims. It was not long, as we waited, before another woman, older than Miss"
512,Mosses from an old manse,nepenthe,"combining, if not all the delicacies of the season, yet all the rarities which careful purveyors had met with in the flesh, fish, and vegetable markets of the land of Nowhere. The bill of fare being unfortunately lost, we can only mention a phoenix, roasted in its own flames, cold potted birds of paradise, ice-creams from the Milky-Way, and whip syllabubs and flummery from the Paradise of Fools, whereof there was a very great consumption. As for drinkables, the temperance people contented themselves with water as usual; but it was the water of the Fountain of Youth; the ladies sipped Nepenthe ; the lovelorn, the careworn, and the sorrow-stricken were supplied with brimming goblets of Lethe; and it was shrewdly conjectured that a certain golden vase, from which only the more distinguished guests were invited to partake, contained nectar that had been mellowing ever since the days of classical mythology. The cloth being removed, the company, as usual, grew eloquent over their liquor and delivered themselves of a succession of brilliant speeches,—the task of reporting which we resign to the more adequate ability of Counsellor Gill, whose indispensable co-operation the Man of Fancy had taken the precaution to secure. When the"
55276,Twilight,nepenthe,"man,” he said seriously. “And are you not?” By this time my legs were aching badly and I wanted to get rid of him. “In the morning, then.” He seemed as if he would have spoken again, but thought better of it. He had certainly a personality, but one that I was not sure I liked. He took an inconceivable time winding up or starting his machine, the buzz of it was in my ears long after he went off, blowing an unnecessary whistle, making my pain unbearable. I dined in bed and treated myself to an extra dose of nepenthe on the excuse of the fatigue of my journey. The prescription had been given to me by one of those eminent London physicians of whom I hope one day to make a pen-and-ink drawing. It is an insidious drug with varying effects. That night I remember the pain was soon under weigh and the strange half-wakeful dreams began early. It was good to be out of pain even if one knew it to be only a temporary deliverance. The happiness of a recovered amiability soon became mine, after which conscience began to worry me because I had been ungrateful to"
1182,Dope,opium,"again. He stood on the tiger-skin rug before the fender, watching his cousin and smoking furiously. “Firstly, then,” continued Margaret, “please throw that cigarette in the fire, Quentin.” Gray removed the cigarette from between his lips, and stared at it dazedly. He looked at the girl, and the clear grey eyes were watching him with an inscrutable expression. “Right-o!” he said awkwardly, and tossed the cigarette in the fire. “You used to smoke like a furnace, Margaret. Is this some new ‘cult’?” “I still smoke a great deal more than is good for me,” she confessed, “but I don’t smoke opium .” The effect of these words upon the two men who listened was curious. Gray turned an angry glance upon the brown packet lying on the table, and “Faugh!” he exclaimed, and drawing a handkerchief from his sleeve began disgustedly to wipe his lips. Seton stared hard at the speaker, tossed his cheroot into the fire, and taking up the packet withdrew a cigarette and sniffed at it critically. Margaret watched him. He tore the wrapping off, and tasted a strand of the tobacco. “Good heavens!” he whispered. “Gray, these things are doped!” CHAPTER X. SIR LUCIEN’S STUDY WINDOW Old"
1923,The Poisoned Pen,opium,"it might be one of the alkaloids, such as morphine, cocaine, and others. But it was not any of the usual things that was used to entice her away from her family and friends. >From tests that I have, made I have discovered the one fact necessary to complete my case, the drug used to lure her and against which she fought in deadly struggle."" He placed a test tube in a rack before us. ""This tube,"" he continued, ""contains one of the most singular and, among us, least known of the five common narcotics of the world - tobacco, opium , coca, betel nut, and hemp. It can be smoked, chewed, used as a drink, or taken as a confection. In the form of a powder it is used by the narghile smoker. As a liquid it can be taken as an oily fluid or in alcohol. Taken in any of these forms, it literally makes the nerves walk, dance, and run. It heightens the feelings and sensibilities to distraction, producing what is really hysteria. If the weather is clear, this drug will make life gorgeous; if it rains, tragic. Slight vexation becomes deadly revenge; courage becomes rashness; fear, abject"
2028,The Yellow Claw,opium,"CIVET FURS II MIDNIGHT--AND MR. KING III INSPECTOR DUNBAR TAKES CHARGE IV A WINDOW IS OPENED V DOCTORS DIFFER VI AT SCOTLAND YARD VII THE MAN IN THE LIMOUSINE VIII CABMEN TWO IX THE MAN IN BLACK X THE GREAT UNDERSTANDING XI PRESENTING M. GASTON MAX XII MR. GIANAPOLIS XIII THE DRAFT ON PARIS XIV EAST 18642 XV CAVE OF THE GOLDEN DRAGON XVI HO-PIN'S CATACOMBS XVII KAN-SUH CONCESSIONS XVIII THE WORLD ABOVE XIX THE LIVING DEAD XX ABRAHAM LEVINSKY BUTTS IN XXI THE STUDIO IN SOHO XXII M. MAX MOUNTS CAGLIOSTRO'S STAIRCASE XXIII RAID IN THE RUE ST.-CLAUDE XXIV OPIUM XXV FATE'S SHUTTLECOCK XXVI “OUR LADY OF THE POPPIES” XXVII GROVE OF A MILLION APES XXVIII THE OPIUM AGENT XXIX M. MAX OF LONDON AND M. MAX OF PARIS XXX MAHARA XXXI MUSK AND ROSES XXXII BLUE BLINDS XXXIII LOGIC VS. INTUITION XXXIV M. MAX REPORTS PROGRESS XXXV TRACKER TRACKED XXXVI IN DUNBAR'S ROOM XXXVII THE WHISTLE XXXVIII THE SECRET TRAPS XXXIX THE LABYRINTH XL DAWN AT THE NORE XLI WESTMINSTER--MIDNIGHT THE YELLOW CLAW I THE LADY OF THE CIVET FURS Henry Leroux wrote busily on. The light of the table-lamp, softened and enriched by its mosaic shade, gave an"
5007,The Poisoned Pen,opium,"I thought it might be one of the alkaloids, such as morphine, cocaine, and others. But it was not any of the usual things that was used to entice her away from her family and friends. From tests that I have made I have discovered the one fact necessary to complete my case, the drug used to lure her and against which she fought in deadly struggle."" He placed a test tube in a rack before us. ""This tube,"" he continued, ""contains one of the most singular and, among us, least known of the five common narcotics of the world--tobacco, opium , coca, betel nut, and hemp. It can be smoked, chewed, used as a drink, or taken as a confection. In the form of a powder it is used by the narghile smoker. As a liquid it can be taken as an oily fluid or in alcohol. Taken in any of these forms, it literally makes the nerves walk, dance, and run. It heightens the feelings and sensibilities to distraction, producing what is really hysteria. If the weather is clear, this drug will make life gorgeous; if it rains, tragic. Slight vexation becomes deadly revenge; courage becomes rashness; fear, abject"
5073,The War Terror,opium,"great deal more clever than even Kennedy gave her credit for being, whether she might not have submitted to his tests for pure love of pulling the wool over his eyes. Downstairs again, Kennedy paused only long enough to speak a few words with his friend Dr. Klemm. “I suppose you have no idea what Dr. Maudsley has prescribed for her?” he asked carelessly. “Nothing, as far as I know, except rest and simple food.” He seemed to hesitate, then he said under his voice, “I suppose you know that she is a regular dope fiend, seasons her cigarettes with opium , and all that.” “I guessed as much,” remarked Kennedy, “but how does she get it here?” “She doesn’t.” “I see,” remarked Craig, apparently weighing now the man before him. At length he seemed to decide to risk something. “Klemm,” he said, “I wish you would do something for me. I see you have the vocaphone here. Now if—say Hazleton—should call—will you listen in on that vocaphone for me?” Dr. Klemm looked squarely at him. “Kennedy,” he said, “it’s unprofessional, but—-” “So it is to let her be doped up under guise of a cure.” “What?” he asked, startled. “She’s"
1646,Roads of Destiny,paregoric,"park, driven by hunger, he had committed an onslaught upon a bottle of peptonized infant's food in the possession of an occupant of a baby carriage. The outraged infant had so promptly opened its mouth and pressed the button that communicated with the welkin that help arrived, and Chicken did his thirty days in a snug coop. Wherefore he was, as he said, ""leary of kids."" Beginning artfully to question the boy concerning his choice of sweets, he gradually drew out the information he wanted. Mamma said he was to ask the drug store man for ten cents' worth of paregoric in the bottle; he was to keep his hand shut tight over the dollar; he must not stop to talk to anyone in the street; he must ask the drug-store man to wrap up the change and put it in the pocket of his trousers. Indeed, they had pockets--two of them! And he liked chocolate creams best. Chicken went into the store and turned plunger. He invested his entire capital in C.A.N.D.Y. stocks, simply to pave the way to the greater risk following. He gave the sweets to the youngster, and had the satisfaction of perceiving that confidence was established."
1920,Billy Baxter's Letters,paregoric,"girl certainly made you look like a trailer. Never mind, Jim, old pal, we have all had a crimp put into us at one time or another, and if you work hard and observe good hours you'll get over it in four or five years. It's nothing at all. I have often thought I would land a girl with coin, blow business, and sit around for a while. It would be great to have your own hearthstone with a couple of registered St. Bernard's lying around, and here and there a golden-haired darling romping and playing with a bottle of paregoric . But somehow or other I always fall down. Now, take that Katherine Clark, who has been visiting the Hemingways for the past month. When she first came I said to myself, ""Billy, my boy, here's your chance; break in and cop out an heiress."" So I sicked myself on to her. Well, you know I'm not a piker. I went after her right. Eats, drinks, shows, and all the expensive things. I touched Johnny Black's brother-in-law for fifty, and gave an informal luncheon that was a pippin. I wore my New York Central shirt with the four stripes, and"
2277,Condensed Novels,paregoric,"the circulating libraries, innocent girls don't know into what society they might be obliged to take situations. Never saw missus' marriage certificate, though I have quite accidental-like looked in her desk when open, and would have seen it. Do not know of any lovers missus might have had. Believe she had a liking for John Thomas, footman, for she was always spiteful-like--poor lady--when we were together--though there was nothing between us, as Cook well knows, and dare not deny, and missus needn't have been jealous. Have never seen arsenic or Prussian acid in any of the private drawers--but have seen paregoric and camphor. One of my master's friends was a Count Moscow, a Russian papist--which I detested. CHAPTER II. THE SLIM YOUNG MAN'S STORY. I am by profession a reporter, and writer for the press. I live at Pultneyville. I have always had a passion for the marvellous, and have been distinguished for my facility in tracing out mysteries, and solving enigmatical occurrences. On the night of the 17th June, 1845, I left my office and walked homeward. The night was bright and starlight. I was revolving in my mind the words of a singular item I had just read in"
2392,Further Adventures of Lad,paregoric,"the village, where her husband met her. The two proceeded together to the local motion picture theater. There, they laughed so loudly over the comedy on the screen that the manager had to warn them to be quieter. At once, the couple became noisily abusive. And they were ordered ignominiously from the theater. There could scarcely have been a better alibi to prove their absence of complicity in the kidnaping. Meanwhile, the two brothers continued quietly on their journey toward Paterson. The baby slept. His bearer had laid him softly on the floor of the car. A few drops of paregoric , administered by Mrs. Schwartz as the child awoke for an instant on the way to the gate, insured sound slumber. The joggling of the car did not rouse the tiny sleeper; as he lay snugly between the feet of the man into whose care he had been given. The first six miles of the easy journey were soon traversed. Then, with a pop and a dispiritedly swishing sound, a rear tire collapsed. Out into the road jumped both men. Their nerves were none too steady. And, already, in fancy they could hear all the police cars in New Jersey"
2697,The Guardian Angel,paregoric,"great pains to equip this brilliant but inexperienced young man with everything he could by any possibility need during his absence. The great trunk filled itself until it bulged with its contents like a boa-constrictor who has swallowed his blanket. Best clothes and common clothes, thick clothes and thin clothes, flannels and linens, socks and collars, with handkerchiefs enough to keep the pickpockets busy for a week, with a paper of gingerbread and some lozenges for gastralgia, and “hot drops,” and ruled paper to write letters on, and a little Bible, and a phial with hiera picra, and another with paregoric , and another with “camphire” for sprains and bruises. --Gifted went forth equipped for every climate from the tropic to the pole, and armed against every malady from Ague to Zoster. He carried also the paternal watch, a solid silver bull's-eye, and a large pocketbook, tied round with a long tape, and, by way of precaution, pinned into his breast-pocket. He talked about having a pistol, in case he were attacked by any of the ruffians who are so numerous in the city, but Mr. Gridley told him, No! he would certainly shoot himself, and he shouldn't think of letting"
1182,Dope,poppy,"soon as her salary had rendered her sufficiently independent to do so, and had established herself in a small but elegant flat situated in the heart of theatreland. But if she had walked blindly into the clutches of cocaine and veronal, her subsequent experiments with _chandu_ were prompted by indefensible curiosity, and a false vanity which urged her to do everything that was “done” by the ultra-smart and vicious set of which she had become a member. Her first introduction to opium-smoking was made under the auspices of an American comedian then appearing in London, an old devotee of the poppy , and it took place shortly after Sir Lucien Pyne had proposed marriage to Rita. This proposal she had not rejected outright; she had pleaded time for consideration. Monte Irvin was away, and Rita secretly hoped that on his return he would declare himself. Meanwhile she indulged in every new craze which became fashionable among her associates. A _chandu_ party took place at the American’s flat in Duke Street, and Rita, who had been invited, and who had consented to go with Sir Lucien Pyne, met there for the first time the woman variously known as “Lola” and “Mrs. Sin.”"
19148,The Henchman,poppy,"Kiska took the money. ""I vould like to vork for you,"" he exclaimed. ""Would you?"" laughed the politician. ""I think perhaps you may some day."" The minor social conventions, which, after all, are possibly the major ones, were consistently ignored by Shelby. ""Not at home?"" he repeated after Ruth's maid. ""I guess you're mistaken. I saw Miss Temple at the window as I drove in the gate. Just look around a bit, and you'll find her."" He walked calmly past the bewildered girl to the drawing-room. In the centre of the apartment stood Ruth, her cheeks waving crimson, like a poppy field astir. ""Angry?"" said the man. Ruth waited till the open-mouthed maid had retreated down the hall. ""I'm furious,"" she answered, and looked the part. ""Think I'm a boor?"" She could not trust herself to reply. Had he dared smile then, she would have swept by him, but he was wholly grave. ""I'll tell you what you're thinking,"" he said quietly. ""You are thinking that I have fallen short of your notion of me. You listened the other night at the court-house and thought kindly things. Then you were told by my enemies that I had used in part what"
2028,The Yellow Claw,poppy,"with any comprehensible scheme of things. Whereas some of the rooms would be laden with nauseating fumes, others would be free of these; the occupants, again, exhibited various symptoms. That he was a servant of an opium-den de luxe did not for some time become apparent to him; then, when first the theory presented itself, he was staggered by a discovery so momentous. But it satisfied his mind only partially. Some men whom he valeted might have been doped with opium, certainly, but all did not exhibit those indications which, from hearsay, he associated with the resin of the white poppy . Knowing nothing of the numerous and exotic vices which have sprung from the soil of the Orient, he was at a loss for a full explanation of the facts as he saw them. Finding himself unmolested, and noting, in the privacy of his own apartment, how handsomely his tips were accumulating, Soames was rapidly becoming reconciled to his underground existence, more especially as it spelt safety to a man wanted by the police. His duties thus far had never taken him beyond the corridor known as Block A; what might lie on the other side of the cave of"
22064,Tess of the Storm Country,poppy,"up and gazed around. ""He air gone,"" she said aloud, ""he air gone. Ben Letts has took him, damn his dirty hide. He ain't no more good than--"" Something caused her to close her lips. A large high-warted toad sprang into her dirty lap and slipped to the ground through the rent in her skirt. Tenderly she took the reptile in her fingers, for she loved this warted monster who seemed by the turn of his head to reciprocate in some way the devotion the girl showered upon him. She lifted him close to her face, and intently searched his poppy eyes. ""I said, damn his hide, Frederick,"" she said in a low tone, ""'cause I thought he took ye. And ye ain't done nothin' to him, have ye? Ye was just out huntin' flies, wasn't ye, Frederick? Don't never stay long or ye'll git hit with a spear. Ezry Longman don't like ye nuther, 'cause I kisses ye, and 'cause, on my birthday, I hit his mug with a dishrag when he was tryin' to kiss me fifteen times, and was askin' me to marry him. I'd rather kiss--"" Her sentence remained unfinished. She looked up to see a tall"
63073,Limehouse Nights,poppy,"engine.” “Stand clear, dammit, stand clear. Salvage up.” “Take report, Simpson. Smart now. Two bodies....” “Oh, dammit, do stand clear!” _The Sign of the Lamp_ Here, O hearts that beat with mine, is the saddest of all tales. It is the tale of the breaking of a man’s faith in woman. A thousand arrows over their places of slumber.... It was on the Bund of Shanghai that the father of Sway Lim had said these words to him: “Son, mistrust all white women; they are but pale devils; they shall ensnare you.” But Lim had not listened; and it was Poppy Sturdish, of Limehouse and Poplar, who proved to him that his father spoke truth. Poppy was fair in the eyes of a Chinaman; she was an anæmic slip of a girl, with coarse skin and mean mouth, a frightened manner and a defiant glance. She had scarce any friends, for she was known to be a copper’s nark; thus came the fear in her step and the challenge in her eyes. Often she had blown the gaff on the secret games of Chinatown, for she spoke Cantonese and a little Swahili and some Hindustani, and could rustle it with the"
2776,The Four Million,soporific,"denizens of Madison Square, and gives fair warning of his annual call. At the corners of four streets he hands his pasteboard to the North Wind, footman of the mansion of All Outdoors, so that the inhabitants thereof may make ready. Soapy’s mind became cognisant of the fact that the time had come for him to resolve himself into a singular Committee of Ways and Means to provide against the coming rigour. And therefore he moved uneasily on his bench. The hibernatorial ambitions of Soapy were not of the highest. In them there were no considerations of Mediterranean cruises, of soporific Southern skies drifting in the Vesuvian Bay. Three months on the Island was what his soul craved. Three months of assured board and bed and congenial company, safe from Boreas and bluecoats, seemed to Soapy the essence of things desirable. For years the hospitable Blackwell’s had been his winter quarters. Just as his more fortunate fellow New Yorkers had bought their tickets to Palm Beach and the Riviera each winter, so Soapy had made his humble arrangements for his annual hegira to the Island. And now the time was come. On the previous night three Sabbath newspapers, distributed beneath his"
43100,"""Tex""",soporific,"some exercise. So-long."" Williams followed him to the door, hoping for a glimpse of the German shooting-club rifle, but Tex mounted and rode away without turning that side of the horse toward the store. His next stop was the hotel, where he had a few sandwiches put up for him and then he left town, heading for Buffalo Creek. He had no particular object in choosing that direction, the main thing being to get out of town and to stay out of sight until after dark. As he rode he cogitated: ""Chloral hydrate. Twenty to thirty grains is the dose soporific . Yes; that’s right. In a hydrous crystal of this nature that would just about fill--what?"" He rode on, oblivious to his surroundings, trying to picture the size of a container that would hold the required weight of crystals. ""In our rough-and-ready weights a silver half-dime was twenty grains; a three-cent piece was forty grains, and I think my three-cent silver piece of ’51 weighed ten grains. But not havin’ any of ’em now, all that does me no good. Shucks--there’s plenty of miners’ scales in this country. Bet Blascom has one that’ll help me out: an’ a grain is"
54247,Beyond These Voices,soporific,"her secretaryship she had sometimes ventured a mild remonstrance, such as, ""Oh, Grannie, I don't think you ought to say that. I know Aunt Olivia is very fond of you,"" or ""Aunt Mildred is very affectionate, and would be the last to neglect you."" Whereupon Lady Felicia had told her that if she presumed to express an opinion, the letters should be written by Lidcott. ""Her spelling is as eccentric as the Paston letters; but I would rather put up with that than with your impertinence."" It was rather late in the afternoon before the drowsy Tauchnitz novel produced its soporific effect upon Grannie, though Vera had been reading in a semi-slumber; but at last the withered eyelids fell, and the grey head lay back upon the down pillow, and Vera might beckon to Lidcott, who crept in from the bedroom, with her work-basket, and seated herself by the open window most remote from Grannie, leaving Vera free to go out for her afternoon walk; only till five o'clock, when she must be at home to pour out Grannie's tea. A church clock struck as she left the hotel garden, the garden where she had often sat with Giulia, who used"
5959,Peveril of the Peak,soporific,"same worthy champion of Christendom, be not actually termed a giant, it is plain he was little better, since he required twenty-four kings’ beards, which were then worn full and long, to fur his gown; whereby computing each beard at eighteen inches (and you cannot allow less for a beard-royal), and supposing only the front of the gown trimmed therewith, as we use ermine; and that the back was mounted and lined, instead of cat-skins and squirrels’ fur, with the beards of earls and dukes, and other inferior dignitaries--may amount to--But I will work the question to-morrow.” Nothing is more soporific to any (save a philosopher or moneyed man) than the operation of figures; and when in bed, the effect is irresistible. Sir Geoffrey fell asleep in the act of calculating King Ryence’s height, from the supposed length of his mantle. Indeed, had he not stumbled on this abstruse subject of calculation, there is no guessing how long he might have held forth upon the superiority of men of little stature, which was so great a favourite with him, that, numerous as such narratives are, the dwarf had collected almost all the instances of their victories over giants, which history or"
65939,Fortune's Fool,soporific,"“I have drunk better,” he boasted. “But ’sgood enough, and just the same as last. Just the same.” “May be my fancy,” said Jake, at which his companion nodded. Then the Colonel fell to talking volubly, boastfully. The landlady, who began to mislike their looks, drew near. The Colonel beckoned her nearer still, and thrust a piece of gold into her hand. “Let that pay the reckoning,” said he, very magnificent. She gaped at such prodigality, dropped him a curtsy, and withdrew again at once, reflecting that appearances can be very deceptive. The Colonel resumed his talk. Whether from the soporific dreariness of this or from the potency of the libations, Jake’s eyelids were growing so heavy that he appeared to have a difficulty in keeping them from closing, whilst Nat was hardly in better case. Presently, surrendering to the luxurious torpor that pervaded him, Jake folded his arms upon the table, and laid his sleepy head upon them. At this, his fellow took alarm, and leaned across in an attempt to rouse him. “Hi! Jake! We gotter carry ... ladyship home.” “Dammer ladyship,” grunted Jake in the very act of falling asleep. With dazed eyes Nat looked helplessly at the"
